    0.000      40.000      80.000     110.000     181.230     257.230
  312.230     367.230     422.230     502.230     532.230     587.230
  642.230     697.230     752.230     807.230     862.230     917.230
  972.230    1027.230    1082.230    1137.230    1192.230    1247.230
 1302.230    1357.230    1398.400    1420.000    1450.000    1470.000
 1500.000    1580.000    1590.000    1600.000    1640.000    1680.000
